Index, PS Output(MW)
83277, 216.5
83278, 216.5
83279, 216.17
83280, 216.03
83281, 215.13
83282, 214.84
83283, 213.77
83284, 214.67
83285, 214.33
83286, 213.23
83287, 213.07
83288, 212.27
83289, 214.48
83290, 215.21
83291, 215.9
83292, 216.19
83293, 216.41
83294, 217.27
83295, 216.48
83296, 216.7
83297, 213.79
83298, 213.09
83299, 215.28
83300, 216.11
83301, 216.3
83302, 217.7
83303, 217.9
83304, 218.99
83305, 216.16
83306, 215.99
83307, 216.18
83308, 215.78
83309, 215.89
83310, 216.57
83311, 217.43
83312, 219.08
83313, 217.73
83314, 216.97
83315, 215.56
83316, 210.16
83317, 207.47
83318, 211.52
83319, 209.59
83320, 210.75
83321, 211.78
83322, 213.16
83323, 214.48
83324, 216.29
83325, 215.77
83326, 216.83
83327, 216.0
83328, 217.32
83329, 217.51
83330, 216.82
83331, 216.4
83332, 215.79
83333, 215.76
83334, 217.28
83335, 217.78
83336, 217.48
83337, 218.69
83338, 219.83
83339, 219.17
83340, 219.42
83341, 220.17
83342, 219.24
83343, 218.9
83344, 218.27
83345, 218.94
83346, 218.0
83347, 218.68
83348, 217.05
83349, 216.72
83350, 215.31
83351, 215.94
83352, 213.5
83353, 213.07
83354, 213.76
83355, 213.34
83356, 213.36
83357, 214.95
83358, 214.96
83359, 215.03
83360, 215.02
83361, 214.2
83362, 213.98
83363, 213.02
83364, 211.25
83365, 208.8
83366, 208.45
83367, 208.83
83368, 208.91
83369, 209.36
83370, 210.1
83371, 213.07
83372, 212.65
83373, 213.94
83374, 215.22
83375, 215.85
83376, 216.88
83377, 215.07
83378, 214.82
83379, 213.89
83380, 214.75
83381, 213.89
83382, 211.83
83383, 213.26
83384, 213.5
83385, 212.86
83386, 215.68
83387, 215.19
83388, 217.32
83389, 214.82
83390, 215.6
83391, 216.7
83392, 216.66
83393, 214.54
83394, 214.07
83395, 212.21
83396, 213.62
83397, 211.88
83398, 213.87
83399, 213.78
83400, 213.12
83401, 210.59
83402, 212.15
83403, 212.57
83404, 214.86
83405, 210.82
83406, 210.12
83407, 211.56
83408, 211.18
83409, 210.83
83410, 210.82
83411, 212.61
83412, 213.86
83413, 215.57
83414, 216.73
83415, 216.52
83416, 215.69
83417, 215.6
83418, 215.99
83419, 214.9
83420, 213.55
83421, 212.83
83422, 209.95
83423, 208.55
83424, 211.6
83425, 212.11
83426, 215.38
83427, 215.11
83428, 216.19
83429, 217.16
83430, 219.03
83431, 219.23
83432, 219.43
83433, 217.1
83434, 217.09
83435, 212.02
83436, 209.87
83437, 210.61
83438, 211.26
83439, 214.68
83440, 214.55
83441, 217.18
83442, 217.02
83443, 216.26
83444, 216.14
83445, 216.82
83446, 217.39
83447, 218.17
83448, 219.02
83449, 220.28
83450, 219.59
83451, 221.13
83452, 222.73
83453, 227.71
83454, 227.6
83455, 228.15
83456, 228.1
83457, 225.58
83458, 225.37
83459, 225.84
83460, 228.42
83461, 228.44
83462, 229.94
83463, 227.29
83464, 228.72
83465, 230.1
83466, 227.86
83467, 229.39
83468, 228.4
83469, 229.42
83470, 229.12
83471, 227.17
83472, 226.12
83473, 225.0
83474, 225.87
83475, 224.45
83476, 221.8
83477, 217.11
83478, 201.83
83479, 189.22
83480, 178.58
83481, 177.58
83482, 174.98
83483, 173.69
83484, 172.86
83485, 168.86
83486, 167.56
83487, 169.55
83488, 168.6
83489, 167.52
83490, 169.05
83491, 168.2
83492, 168.77
83493, 163.19
83494, 162.73
83495, 163.01
83496, 161.52
83497, 163.31
83498, 160.9
83499, 159.48
83500, 162.82
83501, 162.22
83502, 163.38
83503, 165.19
83504, 164.39
83505, 165.74
83506, 167.8
83507, 167.18
83508, 164.03
83509, 163.83
83510, 162.38
83511, 164.35
83512, 166.5
83513, 167.64
83514, 167.73
83515, 167.24
83516, 168.08
83517, 170.54
83518, 173.22
83519, 186.82
83520, 200.1
83521, 210.65
83522, 221.75
83523, 225.31
83524, 226.11
83525, 228.5
83526, 229.9
83527, 231.34
83528, 234.96
83529, 235.08
83530, 239.76
83531, 253.51
83532, 264.96
83533, 266.46
83534, 276.66
83535, 274.41
83536, 279.21
83537, 317.01
83538, 337.93
83539, 337.63
83540, 340.66
83541, 341.52
83542, 348.81
83543, 351.58
83544, 356.34
83545, 363.11
83546, 367.76
83547, 373.35
83548, 374.61
83549, 376.65
83550, 379.89
83551, 380.35
83552, 381.46
83553, 384.78
83554, 388.23
83555, 393.77
83556, 405.68
83557, 417.35
83558, 429.59
83559, 438.93
83560, 443.38
83561, 444.18
83562, 445.39
83563, 448.0
83564, 452.11
83565, 452.44
83566, 452.39
83567, 452.89
83568, 447.59
83569, 450.37
83570, 453.33
83571, 455.81
83572, 476.41
83573, 491.26
83574, 496.58
83575, 500.13
83576, 529.03
83577, 552.39
83578, 568.59
83579, 571.57
83580, 571.66
83581, 571.33
83582, 571.1
83583, 570.8
83584, 570.98
83585, 571.38
83586, 571.28
83587, 571.71
83588, 571.81
83589, 571.22
83590, 571.43
83591, 571.31
83592, 570.93
83593, 571.15
83594, 570.68
83595, 571.89
83596, 570.32
83597, 569.74
83598, 569.62
83599, 569.16
83600, 568.0
83601, 567.03
83602, 565.85
83603, 564.56
83604, 563.37
83605, 560.94
83606, 559.68
83607, 540.34
83608, 517.8
83609, 509.68
83610, 506.15
83611, 504.56
83612, 502.45
83613, 499.65
83614, 501.85
83615, 500.48
83616, 501.59
83617, 513.65
83618, 537.64
83619, 555.73
83620, 569.81
83621, 570.69
83622, 571.76
83623, 573.02
83624, 573.07
83625, 571.21
83626, 570.23
83627, 571.26
83628, 571.06
83629, 571.31
83630, 571.27
83631, 571.18
83632, 571.5
83633, 571.49
83634, 570.98
83635, 570.47
83636, 571.06
83637, 570.87
83638, 570.69
83639, 572.03
83640, 571.75
83641, 571.92
83642, 571.58
83643, 571.88
83644, 571.2
83645, 570.48
83646, 570.28
83647, 569.49
83648, 568.35
83649, 569.76
83650, 570.74
83651, 571.21
83652, 570.23
83653, 569.66
83654, 570.58
83655, 570.25
83656, 570.43
83657, 571.45
83658, 570.88
83659, 570.99
83660, 571.03
83661, 570.2
83662, 570.84
83663, 571.63
83664, 571.41
83665, 570.47
83666, 570.23
83667, 570.92
83668, 571.95
83669, 572.35
83670, 571.5
83671, 571.71
83672, 570.5
83673, 571.12
83674, 571.15
83675, 571.94
83676, 571.87
83677, 571.98
83678, 572.22
83679, 572.41
83680, 572.42
83681, 573.25
83682, 573.28
83683, 572.89
83684, 573.59
83685, 573.01
83686, 573.54
83687, 573.66
83688, 573.36
83689, 573.4
83690, 573.26
83691, 573.3
83692, 572.83
83693, 572.65
83694, 572.55
83695, 572.19
83696, 572.35
83697, 573.11
83698, 572.9
83699, 572.42
83700, 572.78
83701, 573.04
83702, 572.75
83703, 572.29
83704, 573.59
83705, 572.77
83706, 572.33
83707, 572.33
83708, 572.59
83709, 573.12
83710, 573.4
83711, 572.77
83712, 572.85
83713, 572.96
83714, 573.16
83715, 572.74
83716, 572.67
83717, 573.14
83718, 572.77
83719, 572.63
83720, 572.82
83721, 572.24
83722, 572.99
83723, 573.23
83724, 573.59
83725, 573.2
83726, 572.89
83727, 573.15
83728, 573.39
83729, 573.56
83730, 573.35
83731, 573.01
83732, 572.7
83733, 573.16
83734, 573.52
83735, 573.52
83736, 573.52
83737, 573.2
83738, 573.72
83739, 573.91
83740, 574.16
83741, 574.54
83742, 574.0
83743, 574.03
83744, 573.54
83745, 573.32
83746, 573.37
83747, 573.59
83748, 573.46
83749, 573.97
83750, 574.06
83751, 574.02
83752, 573.73
83753, 574.06
83754, 574.05
83755, 573.43
83756, 574.31
83757, 573.94
83758, 574.0
83759, 573.96
83760, 573.99
83761, 574.0
83762, 573.78
83763, 573.88
83764, 574.09
83765, 574.95
83766, 574.18
83767, 574.14
83768, 574.51
83769, 573.79
83770, 574.71
83771, 574.27
83772, 573.44
83773, 573.52
83774, 574.36
83775, 574.42
83776, 575.05
83777, 574.96
83778, 574.79
83779, 575.11
83780, 574.99
83781, 574.94
83782, 575.19
83783, 575.12
83784, 574.98
83785, 574.8
83786, 574.8
83787, 574.79
83788, 574.72
83789, 574.17
83790, 573.6
83791, 574.12
83792, 574.13
83793, 573.9
83794, 573.86
83795, 573.19
83796, 572.99
83797, 573.34
83798, 572.65
83799, 573.49
83800, 571.21
83801, 574.32
83802, 573.56
83803, 573.44
83804, 573.39
83805, 573.28
83806, 573.53
83807, 573.2
83808, 573.75
83809, 573.81
83810, 573.52
83811, 573.85
83812, 574.03
83813, 573.17
83814, 572.55
83815, 573.75
83816, 572.71
83817, 573.02
83818, 573.2
83819, 572.71
83820, 572.56
83821, 571.97
83822, 572.81
83823, 572.64
83824, 572.54
83825, 572.35
83826, 572.5
83827, 572.15
83828, 572.34
83829, 572.73
83830, 571.54
83831, 572.12
83832, 572.07
83833, 572.38
83834, 572.15
83835, 573.31
83836, 573.42
83837, 572.71
83838, 572.09
83839, 572.12
83840, 572.27
83841, 572.48
83842, 572.75
83843, 572.4
83844, 572.56
83845, 572.59
83846, 572.14
83847, 572.28
83848, 572.27
83849, 572.42
83850, 572.47
83851, 572.87
83852, 573.18
83853, 573.76
83854, 573.51
83855, 573.72
83856, 573.26
83857, 573.11
83858, 573.31
83859, 573.12
83860, 572.96
83861, 573.08
83862, 572.9
83863, 572.98
83864, 573.04
83865, 572.99
83866, 573.18
83867, 572.99
83868, 573.19
83869, 573.25
83870, 572.96
83871, 571.86
83872, 572.8
83873, 573.0
83874, 573.06
83875, 572.63
83876, 571.8
83877, 573.16
83878, 573.85
83879, 573.44
83880, 572.48
83881, 573.48
83882, 573.37
83883, 575.4
83884, 573.89
83885, 574.5
83886, 574.23
83887, 573.76
83888, 574.97
83889, 574.77
83890, 574.85
83891, 575.18
83892, 574.91
83893, 574.91
83894, 575.15
83895, 575.32
83896, 574.87
83897, 574.85
83898, 574.44
83899, 575.33
83900, 575.36
83901, 575.16
83902, 575.52
83903, 574.88
83904, 575.03
83905, 574.81
83906, 575.03
83907, 574.94
83908, 575.36
83909, 575.27
83910, 575.11
83911, 574.52
83912, 574.02
83913, 573.37
83914, 572.5
83915, 572.55
83916, 572.55
83917, 571.43
83918, 571.77
83919, 571.55
83920, 571.19
83921, 570.76
83922, 571.3
83923, 570.41
83924, 570.55
83925, 570.86
83926, 571.19
83927, 570.65
83928, 570.39
83929, 570.38
83930, 569.88
83931, 570.47
83932, 571.14
83933, 572.69
83934, 573.13
83935, 573.21
83936, 574.05
83937, 575.78
83938, 577.87
83939, 579.9
83940, 581.6
83941, 580.04
83942, 564.49
83943, 567.3
83944, 567.5
83945, 568.71
83946, 568.22
83947, 568.55
83948, 568.52
83949, 570.17
83950, 568.21
83951, 570.33
83952, 570.19
83953, 569.5
83954, 569.95
83955, 568.88
83956, 569.48
83957, 569.72
83958, 569.97
83959, 568.1
83960, 569.21
83961, 568.55
83962, 567.8
83963, 568.35
83964, 569.64
83965, 571.21
83966, 571.99
83967, 573.02
83968, 572.47
83969, 572.54
83970, 570.22
83971, 563.57
83972, 552.84
83973, 543.62
83974, 540.65
83975, 537.8
83976, 541.73
83977, 536.08
83978, 532.7
83979, 529.93
83980, 528.01
83981, 526.49
83982, 524.32
83983, 523.42
83984, 523.84
83985, 526.69
83986, 531.95
83987, 534.2
83988, 534.07
83989, 532.55
83990, 528.93
83991, 518.77
83992, 513.39
83993, 514.58
83994, 529.62
83995, 548.18
83996, 559.9
83997, 574.77
83998, 575.65
83999, 574.53
84000, 575.0
84001, 574.32
84002, 575.38
84003, 575.24
84004, 575.31
84005, 575.93
84006, 575.55
84007, 576.15
84008, 575.61
84009, 575.74
84010, 574.79
84011, 575.91
84012, 576.29
84013, 576.35
84014, 577.1
84015, 576.05
84016, 576.17
84017, 577.42
84018, 577.0
84019, 577.4
84020, 576.71
84021, 576.97
84022, 576.3
84023, 576.6
84024, 577.11
84025, 576.97
84026, 577.21
84027, 575.92
84028, 576.29
84029, 576.72
84030, 577.62
84031, 577.27
84032, 575.87
84033, 575.52
84034, 574.7
84035, 576.1
84036, 577.19
84037, 579.65
84038, 579.83
84039, 579.81
84040, 579.8
84041, 579.64
84042, 579.06
84043, 579.05
84044, 577.28
84045, 576.99
84046, 576.58
84047, 575.88
84048, 576.01
84049, 576.46
84050, 576.24
84051, 575.53
84052, 575.43
84053, 575.25
84054, 574.23
84055, 575.13
84056, 574.17
84057, 574.6
84058, 574.37
84059, 574.73
84060, 574.7
84061, 575.43
84062, 576.44
84063, 576.11
84064, 576.02
84065, 575.86
84066, 575.97
84067, 575.78
84068, 575.29
84069, 575.6
84070, 576.12
84071, 575.09
84072, 576.06
84073, 575.25
84074, 576.32
84075, 575.86
84076, 576.1
84077, 576.68
84078, 578.74
84079, 577.86
84080, 577.55
84081, 577.41
84082, 577.25
84083, 577.71
84084, 579.35
84085, 578.22
84086, 578.18
84087, 577.82
84088, 577.68
84089, 577.74
84090, 577.29
84091, 577.09
84092, 576.97
84093, 576.25
84094, 575.02
84095, 574.38
84096, 573.58
84097, 573.58
84098, 574.17
84099, 574.69
84100, 574.35
84101, 574.32
84102, 574.83
84103, 575.08
84104, 574.53
84105, 574.05
84106, 573.99
84107, 574.69
84108, 574.12
84109, 573.74
84110, 574.12
84111, 573.89
84112, 574.54
84113, 574.5
84114, 574.49
84115, 574.67
84116, 574.71
84117, 574.7
84118, 575.27
84119, 574.66
84120, 574.84
84121, 574.92
84122, 575.14
84123, 576.12
84124, 576.18
84125, 575.85
84126, 575.33
84127, 574.88
84128, 575.12
84129, 575.2
84130, 574.79
84131, 574.94
84132, 574.69
84133, 574.57
84134, 574.65
84135, 574.51
84136, 573.81
84137, 573.18
84138, 572.71
84139, 572.15
84140, 571.78
84141, 569.45
84142, 566.68
84143, 565.07
84144, 564.09
84145, 563.31
84146, 563.02
84147, 562.38
84148, 562.16
84149, 562.12
84150, 561.75
84151, 561.39
84152, 559.45
84153, 556.43
84154, 551.85
84155, 549.17
84156, 548.48
84157, 547.84
84158, 547.92
84159, 547.21
84160, 547.11
84161, 547.31
84162, 545.53
84163, 546.1
84164, 551.46
84165, 556.63
84166, 559.07
84167, 557.71
84168, 557.02
84169, 556.64
84170, 556.18
84171, 557.08
84172, 559.21
84173, 559.31
84174, 559.6
84175, 559.12
84176, 559.8
84177, 559.68
84178, 559.22
84179, 561.49
84180, 560.2
84181, 561.98
84182, 561.75
84183, 561.38
84184, 562.37
84185, 560.76
84186, 558.54
84187, 553.95
84188, 548.48
84189, 546.75
84190, 546.07
84191, 544.65
84192, 546.53
84193, 544.54
84194, 543.21
84195, 543.13
84196, 543.24
84197, 546.8
84198, 551.94
84199, 556.84
84200, 557.09
84201, 557.93
84202, 561.8
84203, 567.67
84204, 571.15
84205, 573.07
84206, 572.93
84207, 573.14
84208, 573.3
84209, 573.3
84210, 573.42
84211, 573.12
84212, 573.33
84213, 572.94
84214, 573.05
84215, 573.27
84216, 572.71
84217, 571.73
84218, 571.14
84219, 571.47
84220, 572.14
84221, 571.99
84222, 571.35
84223, 571.19
84224, 570.59
84225, 567.97
84226, 566.26
84227, 564.81
84228, 563.37
84229, 562.56
84230, 561.07
84231, 561.07
84232, 561.06
84233, 560.17
84234, 559.23
84235, 556.93
84236, 557.02
84237, 556.45
84238, 557.3
84239, 561.89
84240, 569.26
84241, 571.73
84242, 573.86
84243, 573.45
84244, 573.7
84245, 572.57
84246, 571.57
84247, 574.11
84248, 575.22
84249, 575.14
84250, 575.04
84251, 575.43
84252, 575.5
84253, 575.46
84254, 575.57
84255, 575.35
84256, 575.53
84257, 575.49
84258, 575.4
84259, 575.62
84260, 575.66
84261, 575.79
84262, 575.83
84263, 575.68
84264, 574.82
84265, 574.58
84266, 574.52
84267, 575.5
84268, 574.8
84269, 574.36
84270, 573.64
84271, 573.2
84272, 572.64
84273, 569.39
84274, 568.08
84275, 567.52
84276, 565.82
84277, 564.83
84278, 564.21
84279, 562.78
84280, 561.63
84281, 560.78
84282, 557.47
84283, 551.01
84284, 549.59
84285, 548.95
84286, 547.46
84287, 547.25
84288, 547.91
84289, 548.44
84290, 549.39
84291, 549.44
84292, 549.1
84293, 549.65
84294, 552.75
84295, 555.41
84296, 559.43
84297, 563.8
84298, 569.25
84299, 573.11
84300, 575.19
84301, 576.84
84302, 577.82
84303, 578.01
84304, 577.45
84305, 577.58
84306, 576.83
84307, 576.52
84308, 577.39
84309, 577.58
84310, 578.36
84311, 578.15
84312, 577.9
84313, 577.2
84314, 577.46
84315, 575.79
84316, 576.01
84317, 577.48
84318, 577.08
84319, 577.39
84320, 577.69
84321, 577.47
84322, 577.78
84323, 577.64
84324, 577.86
84325, 577.58
84326, 577.43
84327, 577.26
84328, 575.54
84329, 574.16
84330, 569.81
84331, 569.39
84332, 569.32
84333, 569.57
84334, 569.72
84335, 569.77
84336, 569.72
84337, 569.83
84338, 570.57
84339, 570.81
84340, 569.54
84341, 570.68
84342, 571.02
84343, 570.5
84344, 570.12
84345, 570.65
84346, 570.86
84347, 570.43
84348, 570.43
84349, 570.82
84350, 570.41
84351, 569.96
84352, 569.9
84353, 570.42
84354, 569.6
84355, 570.23
84356, 569.83
84357, 570.31
84358, 569.95
84359, 570.3
84360, 569.54
84361, 569.05
84362, 569.21
84363, 569.43
84364, 568.95
84365, 568.96
84366, 569.19
84367, 569.53
84368, 570.08
84369, 568.29
84370, 568.65
84371, 568.01
84372, 569.5
84373, 569.73
84374, 568.76
84375, 569.46
84376, 567.99
84377, 568.27
84378, 568.01
84379, 568.51
84380, 568.66
84381, 568.14
84382, 568.51
84383, 567.88
84384, 568.95
84385, 568.6
84386, 567.08
84387, 567.55
84388, 568.12
84389, 566.86
84390, 567.91
84391, 566.2
84392, 566.72
84393, 566.59
84394, 566.79
84395, 566.04
84396, 566.41
84397, 566.32
84398, 566.28
84399, 565.52
84400, 566.5
84401, 566.14
84402, 567.98
84403, 566.62
84404, 568.0
84405, 568.11
84406, 567.16
84407, 567.42
84408, 566.2
84409, 566.65
84410, 566.53
84411, 566.71
84412, 567.2
84413, 566.91
84414, 566.68
84415, 566.63
84416, 566.45
84417, 566.75
84418, 566.77
84419, 566.45
84420, 566.4
84421, 566.09
84422, 565.99
84423, 565.5
84424, 564.04
84425, 565.46
84426, 564.28
84427, 564.04
84428, 563.5
84429, 564.06
84430, 564.09
84431, 564.11
84432, 564.95
84433, 566.4
84434, 565.79
84435, 565.5
84436, 565.16
84437, 564.69
84438, 564.8
84439, 565.41
84440, 564.34
84441, 564.74
84442, 565.14
84443, 564.44
84444, 564.94
84445, 566.86
84446, 567.05
84447, 567.76
84448, 569.43
84449, 572.08
84450, 572.63
84451, 574.15
84452, 576.36
84453, 578.29
84454, 569.29
84455, 559.77
84456, 565.5
84457, 562.07
84458, 562.98
84459, 561.72
84460, 561.46
84461, 562.31
84462, 557.01
84463, 555.73
84464, 554.0
84465, 551.89
84466, 550.17
84467, 550.02
84468, 548.57
84469, 548.28
84470, 543.54
84471, 539.91
84472, 539.22
84473, 540.53
84474, 539.93
84475, 536.61
84476, 535.95
84477, 536.91
84478, 535.94
84479, 535.73
84480, 536.05
84481, 536.1
84482, 536.2
84483, 536.6
84484, 534.99
84485, 535.42
84486, 536.06
84487, 535.4
84488, 535.18
84489, 535.0
84490, 536.41
84491, 535.88
84492, 538.37
84493, 540.7
84494, 537.67
84495, 533.19
84496, 538.31
84497, 540.88
84498, 539.61
84499, 537.62
84500, 536.79
84501, 538.52
84502, 536.19
84503, 536.95
84504, 536.84
84505, 535.37
84506, 533.89
84507, 535.26
84508, 534.72
84509, 532.11
84510, 535.44
84511, 538.11
84512, 539.84
84513, 540.72
84514, 540.79
84515, 533.47
84516, 511.33
84517, 496.45
84518, 492.11
84519, 493.77
84520, 493.97
84521, 494.07
84522, 494.66
84523, 497.0
84524, 495.58
84525, 489.77
84526, 473.48
84527, 452.55
84528, 426.99
84529, 414.47
84530, 410.8
84531, 404.82
84532, 382.13
84533, 361.11
84534, 338.92
84535, 315.81
84536, 307.19
84537, 306.13
84538, 300.85
84539, 295.88
84540, 296.25
84541, 299.14
84542, 302.45
84543, 305.81
84544, 305.65
84545, 299.18
84546, 296.86
84547, 293.43
84548, 292.55
84549, 289.46
84550, 289.09
84551, 287.99
84552, 289.36
84553, 288.69
84554, 292.04
84555, 278.01
84556, 269.19
84557, 254.13
84558, 241.8
84559, 235.96
84560, 246.4
84561, 245.83
84562, 248.07
84563, 247.99
84564, 246.03
84565, 243.99
84566, 241.97
84567, 239.45
84568, 239.29
84569, 238.34
84570, 237.34
84571, 235.93
84572, 234.85
84573, 233.83
84574, 234.37
84575, 238.91
84576, 229.62
84577, 227.4
84578, 225.91
84579, 224.38
84580, 220.42
84581, 219.17
84582, 218.77
84583, 218.86
84584, 218.69
84585, 219.38
84586, 217.77
84587, 216.05
84588, 214.72
84589, 212.44
84590, 210.24
84591, 210.26
84592, 208.99
84593, 205.31
84594, 202.95
84595, 201.17
84596, 199.08
84597, 199.19
84598, 197.06
84599, 196.06
84600, 194.51
84601, 196.56
84602, 194.9
84603, 193.34
84604, 185.87
84605, 175.93
84606, 175.13
84607, 175.07
84608, 174.19
84609, 175.47
84610, 181.23
84611, 185.51
84612, 187.68
84613, 185.76
84614, 183.91
84615, 183.99
84616, 181.57
84617, 181.68
84618, 182.98
84619, 185.22
84620, 184.84
84621, 187.13
84622, 189.32
84623, 185.84
84624, 182.68
84625, 180.83
84626, 178.51
84627, 177.18
84628, 176.14
84629, 174.63
84630, 172.47
84631, 169.42
84632, 168.0
84633, 171.37
84634, 169.67
84635, 169.42
84636, 170.59
84637, 172.81
84638, 173.32
84639, 172.19
84640, 171.32
84641, 171.71
84642, 168.89
84643, 167.89
84644, 170.04
84645, 170.28
84646, 172.11
84647, 172.61
84648, 175.53
84649, 176.06
84650, 177.07
84651, 180.77
84652, 183.71
84653, 185.61
84654, 183.89
84655, 180.9
84656, 177.46
84657, 173.67
84658, 170.24
84659, 167.23
84660, 167.32
84661, 169.05
84662, 166.6
84663, 166.31
84664, 165.2
84665, 167.14
84666, 172.56
84667, 180.07
84668, 180.24
84669, 177.74
84670, 175.01
84671, 173.71
84672, 172.26
84673, 170.85
84674, 173.3
84675, 170.81
84676, 178.63
84677, 178.03
84678, 176.74
84679, 173.87
84680, 174.29
84681, 173.5
84682, 172.74
84683, 170.89
84684, 168.54
84685, 168.52
84686, 168.83
84687, 168.12
84688, 168.62
84689, 169.42
84690, 170.89
84691, 170.86
84692, 169.31
84693, 172.92
84694, 173.05
84695, 172.66
84696, 172.26
84697, 170.47
84698, 171.03
84699, 169.94
84700, 171.02
84701, 169.76
84702, 170.17
84703, 168.07
84704, 169.05
84705, 168.5
84706, 168.98
84707, 169.0
84708, 170.59
84709, 171.56
84710, 170.48
84711, 171.11
84712, 172.18
84713, 173.81
84714, 175.97
84715, 176.07
84716, 177.45
84717, 178.99
84718, 181.43
84719, 186.17
84720, 186.28
84721, 187.7
84722, 188.22
84723, 187.41
84724, 187.13
84725, 184.84
84726, 185.09
84727, 183.96
84728, 183.12
84729, 183.88
84730, 183.31
84731, 182.2
84732, 181.6
84733, 181.7
84734, 182.32
84735, 181.43
84736, 179.86
84737, 180.17
84738, 180.96
84739, 181.96
84740, 181.3
84741, 181.4
84742, 179.79
84743, 179.94
84744, 177.61
84745, 175.68
84746, 176.81
84747, 177.47
84748, 176.54
84749, 176.98
84750, 174.59
84751, 174.11
84752, 173.97
84753, 171.62
84754, 172.28
84755, 172.86
84756, 172.27
84757, 171.72
84758, 170.96
84759, 171.15
84760, 170.6
84761, 171.73
84762, 170.17
84763, 170.25
84764, 168.94
84765, 167.11
84766, 169.45
84767, 167.84
84768, 168.35
84769, 168.04
84770, 167.62
84771, 168.77
84772, 168.81
84773, 168.64
84774, 171.04
84775, 169.84
84776, 169.83
84777, 168.2
84778, 168.2
84779, 167.04
84780, 166.66
84781, 166.06
84782, 165.84
84783, 169.33
84784, 168.39
84785, 169.98
84786, 170.7
84787, 171.28
84788, 173.47
84789, 173.93
84790, 175.17
84791, 176.05
84792, 177.18
84793, 179.55
84794, 181.12
84795, 180.58
84796, 179.46
84797, 182.09
84798, 183.59
84799, 183.78
84800, 182.61
84801, 185.4
84802, 189.96
84803, 194.32
84804, 189.81
84805, 185.2
84806, 181.91
84807, 179.7
84808, 177.34
84809, 177.59
84810, 175.9
84811, 175.1
84812, 175.78
84813, 174.99
84814, 175.39
84815, 175.59
84816, 176.21
84817, 175.07
84818, 175.28
84819, 175.96
84820, 173.95
84821, 172.77
84822, 173.75
84823, 173.47
84824, 171.98
84825, 172.32
84826, 172.29
84827, 175.25
84828, 175.39
84829, 174.62
84830, 175.16
84831, 175.79
84832, 174.68
84833, 175.67
84834, 178.67
84835, 177.42
84836, 178.41
84837, 177.36
84838, 176.6
84839, 175.41
84840, 176.38
84841, 176.45
84842, 176.14
84843, 177.18
84844, 176.24
84845, 176.35
84846, 175.86
84847, 176.59
84848, 175.19
84849, 175.11
84850, 178.63
84851, 177.0
84852, 178.12
84853, 176.97
84854, 176.39
84855, 174.5
84856, 173.08
84857, 171.82
84858, 171.24
84859, 170.83
84860, 170.5
84861, 170.8
84862, 170.49
84863, 172.02
84864, 173.21
84865, 171.26
84866, 173.47
84867, 175.04
84868, 175.15
84869, 177.29
84870, 176.86
84871, 176.01
84872, 175.74
84873, 176.23
84874, 175.77
84875, 174.68
84876, 171.07
84877, 172.45
84878, 171.46
84879, 171.14
84880, 169.48
84881, 169.79
84882, 169.15
84883, 170.93
84884, 180.0
84885, 191.84
84886, 205.62
84887, 212.57
84888, 213.82
84889, 214.39
84890, 215.41
84891, 215.82
84892, 216.96
84893, 218.09
84894, 218.13
84895, 217.02
84896, 218.38
84897, 220.19
84898, 219.13
84899, 221.58
84900, 219.92
84901, 221.15
84902, 221.05
84903, 220.71
84904, 222.0
84905, 222.4
84906, 222.75
84907, 222.28
84908, 223.14
84909, 222.17
84910, 217.15
84911, 214.51
84912, 214.99
84913, 217.12
84914, 214.87
84915, 214.94
84916, 216.7
84917, 205.88
84918, 205.02
84919, 206.06
84920, 209.27
84921, 209.4
84922, 210.65
84923, 210.02
84924, 210.34
84925, 208.68
84926, 209.32
84927, 210.77
84928, 215.39
84929, 214.55
84930, 214.8
84931, 217.1
84932, 209.51
84933, 209.84
84934, 209.97
84935, 210.08
84936, 211.01
84937, 214.07
84938, 211.94
84939, 213.48
84940, 209.02
84941, 208.65
84942, 208.6
84943, 210.52
84944, 213.94
84945, 216.66
84946, 217.05
84947, 216.83
84948, 217.0
84949, 218.08
84950, 217.34
84951, 218.05
84952, 218.05
84953, 217.24
84954, 218.17
84955, 216.88
84956, 215.9
84957, 215.97
84958, 216.08
84959, 212.91
84960, 211.24
84961, 205.98
84962, 204.61
84963, 207.57
84964, 210.78
84965, 212.28
84966, 215.14
84967, 216.62
84968, 218.86
84969, 219.37
84970, 219.99
84971, 217.22
84972, 213.53
84973, 210.23
84974, 207.16
84975, 207.09
84976, 206.08
84977, 207.76
84978, 210.94
84979, 213.4
84980, 226.0
84981, 238.18
84982, 247.76
84983, 249.78
84984, 254.09
84985, 257.62
84986, 258.93
84987, 261.83
84988, 262.12
84989, 263.92
84990, 264.99
84991, 267.29
84992, 269.94
84993, 269.48
84994, 269.14
84995, 268.36
84996, 278.31
84997, 291.15
84998, 300.27
84999, 318.8
85000, 330.79
85001, 335.13
85002, 355.77
85003, 385.8
85004, 394.32
85005, 396.04
85006, 401.14
85007, 408.67
85008, 407.73
85009, 410.28
85010, 411.5
85011, 417.37
85012, 430.19
85013, 445.23
85014, 450.45
85015, 463.74
85016, 478.7
85017, 489.61
85018, 491.23
85019, 490.76
85020, 491.26
85021, 490.88
85022, 492.94
85023, 494.14
85024, 497.47
